0          References for Cross Section of 34SO3        
Sander 2011
0 Branching ratio for 34SO3      Total        1 branches
Lambda Total 34SO2/O 
2659  5.63E-21  5.63E-21
2659.5  5.61E-21  5.61E-21
2660  5.59E-21  5.59E-21
2660.5  5.57E-21  5.57E-21
2661  5.55E-21  5.55E-21
2661.5  5.53E-21  5.53E-21
2662  5.51E-21  5.51E-21
2662.5  5.49E-21  5.49E-21
2663  5.47E-21  5.47E-21
2663.5  5.46E-21  5.46E-21
2664  5.44E-21  5.44E-21
2664.5  5.42E-21  5.42E-21
2665  5.40E-21  5.40E-21
2665.5  5.38E-21  5.38E-21
2666  5.36E-21  5.36E-21
2666.5  5.34E-21  5.34E-21
2667  5.32E-21  5.32E-21
2667.5  5.30E-21  5.30E-21
2668  5.28E-21  5.28E-21
2668.5  5.26E-21  5.26E-21
2669  5.24E-21  5.24E-21
2669.5  5.22E-21  5.22E-21
2670  5.21E-21  5.21E-21
2670.5  5.19E-21  5.19E-21
2671  5.17E-21  5.17E-21
2671.5  5.15E-21  5.15E-21
2672  5.13E-21  5.13E-21
2672.5  5.11E-21  5.11E-21
2673  5.09E-21  5.09E-21
2673.5  5.07E-21  5.07E-21
2674  5.05E-21  5.05E-21
2674.5  5.03E-21  5.03E-21
2675  5.01E-21  5.01E-21
2675.5  4.99E-21  4.99E-21
2676  4.97E-21  4.97E-21
2676.5  4.95E-21  4.95E-21
2677  4.94E-21  4.94E-21
2677.5  4.92E-21  4.92E-21
2678  4.90E-21  4.90E-21
2678.5  4.88E-21  4.88E-21
2679  4.86E-21  4.86E-21
2679.5  4.84E-21  4.84E-21
2680  4.82E-21  4.82E-21
2680.5  4.80E-21  4.80E-21
2681  4.79E-21  4.79E-21
2681.5  4.77E-21  4.77E-21
2682  4.75E-21  4.75E-21
2682.5  4.74E-21  4.74E-21
2683  4.72E-21  4.72E-21
2683.5  4.70E-21  4.70E-21
2684  4.69E-21  4.69E-21
2684.5  4.67E-21  4.67E-21
2685  4.66E-21  4.66E-21
2685.5  4.64E-21  4.64E-21
2686  4.62E-21  4.62E-21
2686.5  4.61E-21  4.61E-21
2687  4.59E-21  4.59E-21
2687.5  4.57E-21  4.57E-21
2688  4.56E-21  4.56E-21
2688.5  4.54E-21  4.54E-21
2689  4.52E-21  4.52E-21
2689.5  4.51E-21  4.51E-21
2690  4.49E-21  4.49E-21
2690.5  4.47E-21  4.47E-21
2691  4.46E-21  4.46E-21
2691.5  4.44E-21  4.44E-21
2692  4.42E-21  4.42E-21
2692.5  4.41E-21  4.41E-21
2693  4.39E-21  4.39E-21
2693.5  4.37E-21  4.37E-21
2694  4.36E-21  4.36E-21
2694.5  4.34E-21  4.34E-21
2695  4.33E-21  4.33E-21
2695.5  4.31E-21  4.31E-21
2696  4.29E-21  4.29E-21
2696.5  4.28E-21  4.28E-21
2697  4.26E-21  4.26E-21
2697.5  4.24E-21  4.24E-21
2698  4.23E-21  4.23E-21
2698.5  4.21E-21  4.21E-21
2699  4.19E-21  4.19E-21
2699.5  4.18E-21  4.18E-21
2700  4.16E-21  4.16E-21
2700.5  4.15E-21  4.15E-21
2701  4.13E-21  4.13E-21
2701.5  4.12E-21  4.12E-21
2702  4.10E-21  4.10E-21
2702.5  4.09E-21  4.09E-21
2703  4.07E-21  4.07E-21
2703.5  4.06E-21  4.06E-21
2704  4.04E-21  4.04E-21
2704.5  4.03E-21  4.03E-21
2705  4.02E-21  4.02E-21
2705.5  4.00E-21  4.00E-21
2706  3.99E-21  3.99E-21
2706.5  3.97E-21  3.97E-21
2707  3.96E-21  3.96E-21
2707.5  3.94E-21  3.94E-21
2708  3.93E-21  3.93E-21
2708.5  3.91E-21  3.91E-21
2709  3.90E-21  3.90E-21
2709.5  3.88E-21  3.88E-21
2710  3.87E-21  3.87E-21
2710.5  3.86E-21  3.86E-21
2711  3.84E-21  3.84E-21
2711.5  3.83E-21  3.83E-21
2712  3.81E-21  3.81E-21
2712.5  3.80E-21  3.80E-21
2713  3.78E-21  3.78E-21
2713.5  3.77E-21  3.77E-21
2714  3.75E-21  3.75E-21
2714.5  3.74E-21  3.74E-21
2715  3.73E-21  3.73E-21
2715.5  3.71E-21  3.71E-21
2716  3.70E-21  3.70E-21
2716.5  3.68E-21  3.68E-21
2717  3.67E-21  3.67E-21
2717.5  3.65E-21  3.65E-21
2718  3.64E-21  3.64E-21
2718.5  3.62E-21  3.62E-21
2719  3.61E-21  3.61E-21
2719.5  3.59E-21  3.59E-21
2720  3.58E-21  3.58E-21
2720.5  3.57E-21  3.57E-21
2721  3.56E-21  3.56E-21
2721.5  3.54E-21  3.54E-21
2722  3.53E-21  3.53E-21
2722.5  3.52E-21  3.52E-21
2723  3.51E-21  3.51E-21
2723.5  3.49E-21  3.49E-21
2724  3.48E-21  3.48E-21
2724.5  3.47E-21  3.47E-21
2725  3.46E-21  3.46E-21
2725.5  3.44E-21  3.44E-21
2726  3.43E-21  3.43E-21
2726.5  3.42E-21  3.42E-21
2727  3.41E-21  3.41E-21
2727.5  3.39E-21  3.39E-21
2728  3.38E-21  3.38E-21
2728.5  3.37E-21  3.37E-21
2729  3.36E-21  3.36E-21
2729.5  3.34E-21  3.34E-21
2730  3.33E-21  3.33E-21
2730.5  3.32E-21  3.32E-21
2731  3.31E-21  3.31E-21
2731.5  3.29E-21  3.29E-21
2732  3.28E-21  3.28E-21
2732.5  3.27E-21  3.27E-21
2733  3.26E-21  3.26E-21
2733.5  3.24E-21  3.24E-21
2734  3.23E-21  3.23E-21
2734.5  3.22E-21  3.22E-21
2735  3.21E-21  3.21E-21
2735.5  3.19E-21  3.19E-21
2736  3.18E-21  3.18E-21
2736.5  3.17E-21  3.17E-21
2737  3.16E-21  3.16E-21
2737.5  3.14E-21  3.14E-21
2738  3.13E-21  3.13E-21
2738.5  3.12E-21  3.12E-21
2739  3.11E-21  3.11E-21
2739.5  3.09E-21  3.09E-21
2740  3.08E-21  3.08E-21
2740.5  3.07E-21  3.07E-21
2741  3.06E-21  3.06E-21
2741.5  3.05E-21  3.05E-21
2742  3.04E-21  3.04E-21
2742.5  3.03E-21  3.03E-21
2743  3.02E-21  3.02E-21
2743.5  3.00E-21  3.00E-21
2744  2.99E-21  2.99E-21
2744.5  2.98E-21  2.98E-21
2745  2.97E-21  2.97E-21
2745.5  2.96E-21  2.96E-21
2746  2.95E-21  2.95E-21
2746.5  2.94E-21  2.94E-21
2747  2.93E-21  2.93E-21
2747.5  2.92E-21  2.92E-21
2748  2.91E-21  2.91E-21
2748.5  2.90E-21  2.90E-21
2749  2.89E-21  2.89E-21
2749.5  2.88E-21  2.88E-21
2750  2.87E-21  2.87E-21
2750.5  2.85E-21  2.85E-21
2751  2.84E-21  2.84E-21
2751.5  2.83E-21  2.83E-21
2752  2.82E-21  2.82E-21
2752.5  2.81E-21  2.81E-21
2753  2.80E-21  2.80E-21
2753.5  2.79E-21  2.79E-21
2754  2.78E-21  2.78E-21
2754.5  2.77E-21  2.77E-21
2755  2.76E-21  2.76E-21
2755.5  2.75E-21  2.75E-21
2756  2.74E-21  2.74E-21
2756.5  2.73E-21  2.73E-21
2757  2.71E-21  2.71E-21
2757.5  2.70E-21  2.70E-21
2758  2.69E-21  2.69E-21
2758.5  2.68E-21  2.68E-21
2759  2.67E-21  2.67E-21
2759.5  2.66E-21  2.66E-21
2760  2.65E-21  2.65E-21
2760.5  2.64E-21  2.64E-21
2761  2.63E-21  2.63E-21
2761.5  2.62E-21  2.62E-21
2762  2.61E-21  2.61E-21
2762.5  2.60E-21  2.60E-21
2763  2.59E-21  2.59E-21
2763.5  2.59E-21  2.59E-21
2764  2.58E-21  2.58E-21
2764.5  2.57E-21  2.57E-21
2765  2.56E-21  2.56E-21
2765.5  2.55E-21  2.55E-21
2766  2.54E-21  2.54E-21
2766.5  2.53E-21  2.53E-21
2767  2.52E-21  2.52E-21
2767.5  2.51E-21  2.51E-21
2768  2.50E-21  2.50E-21
2768.5  2.49E-21  2.49E-21
2769  2.48E-21  2.48E-21
2769.5  2.47E-21  2.47E-21
2770  2.47E-21  2.47E-21
2770.5  2.46E-21  2.46E-21
2771  2.45E-21  2.45E-21
2771.5  2.44E-21  2.44E-21
2772  2.43E-21  2.43E-21
2772.5  2.42E-21  2.42E-21
2773  2.41E-21  2.41E-21
2773.5  2.40E-21  2.40E-21
2774  2.39E-21  2.39E-21
2774.5  2.38E-21  2.38E-21
2775  2.37E-21  2.37E-21
2775.5  2.36E-21  2.36E-21
2776  2.35E-21  2.35E-21
2776.5  2.34E-21  2.34E-21
2777  2.34E-21  2.34E-21
2777.5  2.33E-21  2.33E-21
2778  2.32E-21  2.32E-21
2778.5  2.31E-21  2.31E-21
2779  2.30E-21  2.30E-21
2779.5  2.29E-21  2.29E-21
2780  2.28E-21  2.28E-21
2780.5  2.27E-21  2.27E-21
2781  2.26E-21  2.26E-21
2781.5  2.26E-21  2.26E-21
2782  2.25E-21  2.25E-21
2782.5  2.24E-21  2.24E-21
2783  2.23E-21  2.23E-21
2783.5  2.22E-21  2.22E-21
2784  2.21E-21  2.21E-21
2784.5  2.21E-21  2.21E-21
2785  2.20E-21  2.20E-21
2785.5  2.19E-21  2.19E-21
2786  2.18E-21  2.18E-21
2786.5  2.17E-21  2.17E-21
2787  2.16E-21  2.16E-21
2787.5  2.16E-21  2.16E-21
2788  2.15E-21  2.15E-21
2788.5  2.14E-21  2.14E-21
2789  2.13E-21  2.13E-21
2789.5  2.12E-21  2.12E-21
2790  2.12E-21  2.12E-21
2790.5  2.11E-21  2.11E-21
2791  2.10E-21  2.10E-21
2791.5  2.09E-21  2.09E-21
2792  2.08E-21  2.08E-21
2792.5  2.07E-21  2.07E-21
2793  2.07E-21  2.07E-21
2793.5  2.06E-21  2.06E-21
2794  2.05E-21  2.05E-21
2794.5  2.04E-21  2.04E-21
2795  2.03E-21  2.03E-21
2795.5  2.02E-21  2.02E-21
2796  2.02E-21  2.02E-21
2796.5  2.01E-21  2.01E-21
2797  2.00E-21  2.00E-21
2797.5  1.99E-21  1.99E-21
2798  1.98E-21  1.98E-21
2798.5  1.97E-21  1.97E-21
2799  1.97E-21  1.97E-21
2799.5  1.96E-21  1.96E-21
2800  1.95E-21  1.95E-21
2800.5  1.94E-21  1.94E-21
2801  1.94E-21  1.94E-21
2801.5  1.93E-21  1.93E-21
2802  1.92E-21  1.92E-21
2802.5  1.92E-21  1.92E-21
2803  1.91E-21  1.91E-21
2803.5  1.90E-21  1.90E-21
2804  1.89E-21  1.89E-21
2804.5  1.89E-21  1.89E-21
2805  1.88E-21  1.88E-21
2805.5  1.87E-21  1.87E-21
2806  1.87E-21  1.87E-21
2806.5  1.86E-21  1.86E-21
2807  1.85E-21  1.85E-21
2807.5  1.85E-21  1.85E-21
2808  1.84E-21  1.84E-21
2808.5  1.83E-21  1.83E-21
2809  1.82E-21  1.82E-21
2809.5  1.82E-21  1.82E-21
2810  1.81E-21  1.81E-21
2810.5  1.80E-21  1.80E-21
2811  1.80E-21  1.80E-21
2811.5  1.79E-21  1.79E-21
2812  1.78E-21  1.78E-21
2812.5  1.78E-21  1.78E-21
2813  1.77E-21  1.77E-21
2813.5  1.76E-21  1.76E-21
2814  1.75E-21  1.75E-21
2814.5  1.75E-21  1.75E-21
2815  1.74E-21  1.74E-21
2815.5  1.73E-21  1.73E-21
2816  1.73E-21  1.73E-21
2816.5  1.72E-21  1.72E-21
2817  1.71E-21  1.71E-21
2817.5  1.71E-21  1.71E-21
2818  1.70E-21  1.70E-21
2818.5  1.69E-21  1.69E-21
2819  1.68E-21  1.68E-21
2819.5  1.68E-21  1.68E-21
2820  1.67E-21  1.67E-21
2820.5  1.66E-21  1.66E-21
2821  1.66E-21  1.66E-21
2821.5  1.65E-21  1.65E-21
2822  1.65E-21  1.65E-21
2822.5  1.64E-21  1.64E-21
2823  1.63E-21  1.63E-21
2823.5  1.63E-21  1.63E-21
2824  1.62E-21  1.62E-21
2824.5  1.62E-21  1.62E-21
2825  1.61E-21  1.61E-21
2825.5  1.60E-21  1.60E-21
2826  1.60E-21  1.60E-21
2826.5  1.59E-21  1.59E-21
2827  1.59E-21  1.59E-21
2827.5  1.58E-21  1.58E-21
2828  1.57E-21  1.57E-21
2828.5  1.57E-21  1.57E-21
2829  1.56E-21  1.56E-21
2829.5  1.56E-21  1.56E-21
2830  1.55E-21  1.55E-21
2830.5  1.54E-21  1.54E-21
2831  1.54E-21  1.54E-21
2831.5  1.53E-21  1.53E-21
2832  1.53E-21  1.53E-21
2832.5  1.52E-21  1.52E-21
2833  1.51E-21  1.51E-21
2833.5  1.51E-21  1.51E-21
2834  1.50E-21  1.50E-21
2834.5  1.50E-21  1.50E-21
2835  1.49E-21  1.49E-21
2835.5  1.48E-21  1.48E-21
2836  1.48E-21  1.48E-21
2836.5  1.47E-21  1.47E-21
2837  1.47E-21  1.47E-21
2837.5  1.46E-21  1.46E-21
2838  1.45E-21  1.45E-21
2838.5  1.45E-21  1.45E-21
2839  1.44E-21  1.44E-21
2839.5  1.44E-21  1.44E-21
2840  1.43E-21  1.43E-21
2840.5  1.43E-21  1.43E-21
2841  1.42E-21  1.42E-21
2841.5  1.42E-21  1.42E-21
2842  1.41E-21  1.41E-21
2842.5  1.41E-21  1.41E-21
2843  1.40E-21  1.40E-21
2843.5  1.40E-21  1.40E-21
2844  1.39E-21  1.39E-21
2844.5  1.39E-21  1.39E-21
2845  1.38E-21  1.38E-21
2845.5  1.38E-21  1.38E-21
2846  1.37E-21  1.37E-21
2846.5  1.37E-21  1.37E-21
2847  1.36E-21  1.36E-21
2847.5  1.36E-21  1.36E-21
2848  1.35E-21  1.35E-21
2848.5  1.35E-21  1.35E-21
2849  1.34E-21  1.34E-21
2849.5  1.34E-21  1.34E-21
2850  1.33E-21  1.33E-21
2850.5  1.33E-21  1.33E-21
2851  1.32E-21  1.32E-21
2851.5  1.32E-21  1.32E-21
2852  1.31E-21  1.31E-21
2852.5  1.31E-21  1.31E-21
2853  1.30E-21  1.30E-21
2853.5  1.30E-21  1.30E-21
2854  1.29E-21  1.29E-21
2854.5  1.29E-21  1.29E-21
2855  1.28E-21  1.28E-21
2855.5  1.28E-21  1.28E-21
2856  1.27E-21  1.27E-21
2856.5  1.27E-21  1.27E-21
2857  1.26E-21  1.26E-21
2857.5  1.26E-21  1.26E-21
2858  1.25E-21  1.25E-21
2858.5  1.25E-21  1.25E-21
2859  1.24E-21  1.24E-21
2859.5  1.24E-21  1.24E-21
2860  1.23E-21  1.23E-21
2860.5  1.23E-21  1.23E-21
2861  1.22E-21  1.22E-21
2861.5  1.22E-21  1.22E-21
2862  1.21E-21  1.21E-21
2862.5  1.21E-21  1.21E-21
2863  1.20E-21  1.20E-21
2863.5  1.20E-21  1.20E-21
2864  1.20E-21  1.20E-21
2864.5  1.19E-21  1.19E-21
2865  1.19E-21  1.19E-21
2865.5  1.18E-21  1.18E-21
2866  1.18E-21  1.18E-21
2866.5  1.17E-21  1.17E-21
2867  1.17E-21  1.17E-21
2867.5  1.17E-21  1.17E-21
2868  1.16E-21  1.16E-21
2868.5  1.16E-21  1.16E-21
2869  1.15E-21  1.15E-21
2869.5  1.15E-21  1.15E-21
2870  1.15E-21  1.15E-21
2870.5  1.14E-21  1.14E-21
2871  1.14E-21  1.14E-21
2871.5  1.13E-21  1.13E-21
2872  1.13E-21  1.13E-21
2872.5  1.12E-21  1.12E-21
2873  1.12E-21  1.12E-21
2873.5  1.12E-21  1.12E-21
2874  1.11E-21  1.11E-21
2874.5  1.11E-21  1.11E-21
2875  1.10E-21  1.10E-21
2875.5  1.10E-21  1.10E-21
2876  1.09E-21  1.09E-21
2876.5  1.09E-21  1.09E-21
2877  1.09E-21  1.09E-21
2877.5  1.08E-21  1.08E-21
2878  1.08E-21  1.08E-21
2878.5  1.07E-21  1.07E-21
2879  1.07E-21  1.07E-21
2879.5  1.06E-21  1.06E-21
2880  1.06E-21  1.06E-21
2880.5  1.06E-21  1.06E-21
2881  1.05E-21  1.05E-21
2881.5  1.05E-21  1.05E-21
2882  1.04E-21  1.04E-21
2882.5  1.04E-21  1.04E-21
2883  1.04E-21  1.04E-21
2883.5  1.03E-21  1.03E-21
2884  1.03E-21  1.03E-21
2884.5  1.03E-21  1.03E-21
2885  1.02E-21  1.02E-21
2885.5  1.02E-21  1.02E-21
2886  1.01E-21  1.01E-21
2886.5  1.01E-21  1.01E-21
2887  1.01E-21  1.01E-21
2887.5  1.00E-21  1.00E-21
2888  9.99E-22  9.99E-22
2888.5  9.95E-22  9.95E-22
2889  9.91E-22  9.91E-22
2889.5  9.87E-22  9.87E-22
2890  9.84E-22  9.84E-22
2890.5  9.80E-22  9.80E-22
2891  9.76E-22  9.76E-22
2891.5  9.72E-22  9.72E-22
2892  9.68E-22  9.68E-22
2892.5  9.64E-22  9.64E-22
2893  9.61E-22  9.61E-22
2893.5  9.57E-22  9.57E-22
2894  9.53E-22  9.53E-22
2894.5  9.49E-22  9.49E-22
2895  9.45E-22  9.45E-22
2895.5  9.41E-22  9.41E-22
2896  9.38E-22  9.38E-22
2896.5  9.34E-22  9.34E-22
2897  9.30E-22  9.30E-22
2897.5  9.26E-22  9.26E-22
2898  9.22E-22  9.22E-22
2898.5  9.18E-22  9.18E-22
2899  9.15E-22  9.15E-22
2899.5  9.11E-22  9.11E-22
2900  9.07E-22  9.07E-22
2900.5  9.04E-22  9.04E-22
2901  9.00E-22  9.00E-22
2901.5  8.97E-22  8.97E-22
2902  8.94E-22  8.94E-22
2902.5  8.90E-22  8.90E-22
2903  8.87E-22  8.87E-22
2903.5  8.84E-22  8.84E-22
2904  8.80E-22  8.80E-22
2904.5  8.77E-22  8.77E-22
2905  8.74E-22  8.74E-22
2905.5  8.70E-22  8.70E-22
2906  8.67E-22  8.67E-22
2906.5  8.64E-22  8.64E-22
2907  8.60E-22  8.60E-22
2907.5  8.57E-22  8.57E-22
2908  8.54E-22  8.54E-22
2908.5  8.50E-22  8.50E-22
2909  8.47E-22  8.47E-22
2909.5  8.44E-22  8.44E-22
2910  8.41E-22  8.41E-22
2910.5  8.37E-22  8.37E-22
2911  8.34E-22  8.34E-22
2911.5  8.31E-22  8.31E-22
2912  8.27E-22  8.27E-22
2912.5  8.24E-22  8.24E-22
2913  8.21E-22  8.21E-22
2913.5  8.17E-22  8.17E-22
2914  8.14E-22  8.14E-22
2914.5  8.11E-22  8.11E-22
2915  8.07E-22  8.07E-22
2915.5  8.04E-22  8.04E-22
2916  8.01E-22  8.01E-22
2916.5  7.97E-22  7.97E-22
2917  7.94E-22  7.94E-22
2917.5  7.91E-22  7.91E-22
2918  7.87E-22  7.87E-22
2918.5  7.84E-22  7.84E-22
2919  7.81E-22  7.81E-22
2919.5  7.77E-22  7.77E-22
2920  7.74E-22  7.74E-22
2920.5  7.71E-22  7.71E-22
2921  7.69E-22  7.69E-22
2921.5  7.66E-22  7.66E-22
2922  7.63E-22  7.63E-22
2922.5  7.60E-22  7.60E-22
2923  7.58E-22  7.58E-22
2923.5  7.55E-22  7.55E-22
2924  7.52E-22  7.52E-22
2924.5  7.49E-22  7.49E-22
2925  7.47E-22  7.47E-22
2925.5  7.44E-22  7.44E-22
2926  7.41E-22  7.41E-22
2926.5  7.38E-22  7.38E-22
2927  7.36E-22  7.36E-22
2927.5  7.33E-22  7.33E-22
2928  7.30E-22  7.30E-22
2928.5  7.27E-22  7.27E-22
2929  7.25E-22  7.25E-22
2929.5  7.22E-22  7.22E-22
2930  7.19E-22  7.19E-22
2930.5  7.16E-22  7.16E-22
2931  7.14E-22  7.14E-22
2931.5  7.11E-22  7.11E-22
2932  7.08E-22  7.08E-22
2932.5  7.05E-22  7.05E-22
2933  7.03E-22  7.03E-22
2933.5  7.00E-22  7.00E-22
2934  6.97E-22  6.97E-22
2934.5  6.94E-22  6.94E-22
2935  6.92E-22  6.92E-22
2935.5  6.89E-22  6.89E-22
2936  6.86E-22  6.86E-22
2936.5  6.83E-22  6.83E-22
2937  6.81E-22  6.81E-22
2937.5  6.78E-22  6.78E-22
2938  6.75E-22  6.75E-22
2938.5  6.72E-22  6.72E-22
2939  6.70E-22  6.70E-22
2939.5  6.67E-22  6.67E-22
2940  6.64E-22  6.64E-22
2940.5  6.62E-22  6.62E-22
2941  6.60E-22  6.60E-22
2941.5  6.57E-22  6.57E-22
2942  6.55E-22  6.55E-22
2942.5  6.53E-22  6.53E-22
2943  6.51E-22  6.51E-22
2943.5  6.48E-22  6.48E-22
2944  6.46E-22  6.46E-22
2944.5  6.44E-22  6.44E-22
2945  6.42E-22  6.42E-22
2945.5  6.39E-22  6.39E-22
2946  6.37E-22  6.37E-22
2946.5  6.35E-22  6.35E-22
2947  6.33E-22  6.33E-22
2947.5  6.30E-22  6.30E-22
2948  6.28E-22  6.28E-22
2948.5  6.26E-22  6.26E-22
2949  6.24E-22  6.24E-22
2949.5  6.21E-22  6.21E-22
2950  6.19E-22  6.19E-22
2950.5  6.17E-22  6.17E-22
2951  6.15E-22  6.15E-22
2951.5  6.12E-22  6.12E-22
2952  6.10E-22  6.10E-22
2952.5  6.08E-22  6.08E-22
2953  6.06E-22  6.06E-22
2953.5  6.03E-22  6.03E-22
2954  6.01E-22  6.01E-22
2954.5  5.99E-22  5.99E-22
2955  5.97E-22  5.97E-22
2955.5  5.94E-22  5.94E-22
2956  5.92E-22  5.92E-22
2956.5  5.90E-22  5.90E-22
2957  5.88E-22  5.88E-22
2957.5  5.85E-22  5.85E-22
2958  5.83E-22  5.83E-22
2958.5  5.81E-22  5.81E-22
2959  5.79E-22  5.79E-22
2959.5  5.76E-22  5.76E-22
2960  5.74E-22  5.74E-22
2960.5  5.72E-22  5.72E-22
2961  5.70E-22  5.70E-22
2961.5  5.68E-22  5.68E-22
2962  5.66E-22  5.66E-22
2962.5  5.64E-22  5.64E-22
2963  5.62E-22  5.62E-22
2963.5  5.60E-22  5.60E-22
2964  5.58E-22  5.58E-22
2964.5  5.56E-22  5.56E-22
2965  5.55E-22  5.55E-22
2965.5  5.53E-22  5.53E-22
2966  5.51E-22  5.51E-22
2966.5  5.49E-22  5.49E-22
2967  5.47E-22  5.47E-22
2967.5  5.45E-22  5.45E-22
2968  5.43E-22  5.43E-22
2968.5  5.41E-22  5.41E-22
2969  5.39E-22  5.39E-22
2969.5  5.37E-22  5.37E-22
2970  5.35E-22  5.35E-22
2970.5  5.33E-22  5.33E-22
2971  5.31E-22  5.31E-22
2971.5  5.29E-22  5.29E-22
2972  5.27E-22  5.27E-22
2972.5  5.25E-22  5.25E-22
2973  5.23E-22  5.23E-22
2973.5  5.21E-22  5.21E-22
2974  5.19E-22  5.19E-22
2974.5  5.17E-22  5.17E-22
2975  5.16E-22  5.16E-22
2975.5  5.14E-22  5.14E-22
2976  5.12E-22  5.12E-22
2976.5  5.10E-22  5.10E-22
2977  5.08E-22  5.08E-22
2977.5  5.06E-22  5.06E-22
2978  5.04E-22  5.04E-22
2978.5  5.02E-22  5.02E-22
2979  5.00E-22  5.00E-22
2979.5  4.98E-22  4.98E-22
2980  4.96E-22  4.96E-22
2980.5  4.94E-22  4.94E-22
2981  4.92E-22  4.92E-22
2981.5  4.91E-22  4.91E-22
2982  4.89E-22  4.89E-22
2982.5  4.87E-22  4.87E-22
2983  4.85E-22  4.85E-22
2983.5  4.83E-22  4.83E-22
2984  4.82E-22  4.82E-22
2984.5  4.80E-22  4.80E-22
2985  4.78E-22  4.78E-22
2985.5  4.76E-22  4.76E-22
2986  4.74E-22  4.74E-22
2986.5  4.73E-22  4.73E-22
2987  4.71E-22  4.71E-22
2987.5  4.69E-22  4.69E-22
2988  4.67E-22  4.67E-22
2988.5  4.65E-22  4.65E-22
2989  4.64E-22  4.64E-22
2989.5  4.62E-22  4.62E-22
2990  4.60E-22  4.60E-22
2990.5  4.58E-22  4.58E-22
2991  4.56E-22  4.56E-22
2991.5  4.55E-22  4.55E-22
2992  4.53E-22  4.53E-22
2992.5  4.51E-22  4.51E-22
2993  4.49E-22  4.49E-22
2993.5  4.47E-22  4.47E-22
2994  4.46E-22  4.46E-22
2994.5  4.44E-22  4.44E-22
2995  4.42E-22  4.42E-22
2995.5  4.40E-22  4.40E-22
2996  4.38E-22  4.38E-22
2996.5  4.37E-22  4.37E-22
2997  4.35E-22  4.35E-22
2997.5  4.33E-22  4.33E-22
2998  4.31E-22  4.31E-22
2998.5  4.29E-22  4.29E-22
2999  4.28E-22  4.28E-22
2999.5  4.26E-22  4.26E-22
3000  4.24E-22  4.24E-22
3000.5  4.22E-22  4.22E-22
3001  4.21E-22  4.21E-22
3001.5  4.19E-22  4.19E-22
3002  4.18E-22  4.18E-22
3002.5  4.16E-22  4.16E-22
3003  4.15E-22  4.15E-22
3003.5  4.13E-22  4.13E-22
3004  4.11E-22  4.11E-22
3004.5  4.10E-22  4.10E-22
3005  4.08E-22  4.08E-22
3005.5  4.07E-22  4.07E-22
3006  4.05E-22  4.05E-22
3006.5  4.04E-22  4.04E-22
3007  4.02E-22  4.02E-22
3007.5  4.00E-22  4.00E-22
3008  3.99E-22  3.99E-22
3008.5  3.97E-22  3.97E-22
3009  3.96E-22  3.96E-22
3009.5  3.94E-22  3.94E-22
3010  3.93E-22  3.93E-22
3010.5  3.91E-22  3.91E-22
3011  3.89E-22  3.89E-22
3011.5  3.88E-22  3.88E-22
3012  3.86E-22  3.86E-22
3012.5  3.85E-22  3.85E-22
3013  3.83E-22  3.83E-22
3013.5  3.81E-22  3.81E-22
3014  3.80E-22  3.80E-22
3014.5  3.78E-22  3.78E-22
3015  3.77E-22  3.77E-22
3015.5  3.75E-22  3.75E-22
3016  3.74E-22  3.74E-22
3016.5  3.72E-22  3.72E-22
3017  3.70E-22  3.70E-22
3017.5  3.69E-22  3.69E-22
3018  3.67E-22  3.67E-22
3018.5  3.66E-22  3.66E-22
3019  3.64E-22  3.64E-22
3019.5  3.63E-22  3.63E-22
3020  3.61E-22  3.61E-22
3020.5  3.60E-22  3.60E-22
3021  3.58E-22  3.58E-22
3021.5  3.57E-22  3.57E-22
3022  3.56E-22  3.56E-22
3022.5  3.54E-22  3.54E-22
3023  3.53E-22  3.53E-22
3023.5  3.52E-22  3.52E-22
3024  3.50E-22  3.50E-22
3024.5  3.49E-22  3.49E-22
3025  3.48E-22  3.48E-22
3025.5  3.46E-22  3.46E-22
3026  3.45E-22  3.45E-22
3026.5  3.44E-22  3.44E-22
3027  3.42E-22  3.42E-22
3027.5  3.41E-22  3.41E-22
3028  3.40E-22  3.40E-22
3028.5  3.38E-22  3.38E-22
3029  3.37E-22  3.37E-22
3029.5  3.36E-22  3.36E-22
3030  3.35E-22  3.35E-22
3030.5  3.33E-22  3.33E-22
3031  3.32E-22  3.32E-22
3031.5  3.31E-22  3.31E-22
3032  3.29E-22  3.29E-22
3032.5  3.28E-22  3.28E-22
3033  3.27E-22  3.27E-22
3033.5  3.25E-22  3.25E-22
3034  3.24E-22  3.24E-22
3034.5  3.23E-22  3.23E-22
3035  3.21E-22  3.21E-22
3035.5  3.20E-22  3.20E-22
3036  3.19E-22  3.19E-22
3036.5  3.17E-22  3.17E-22
3037  3.16E-22  3.16E-22
3037.5  3.15E-22  3.15E-22
3038  3.13E-22  3.13E-22
3038.5  3.12E-22  3.12E-22
3039  3.11E-22  3.11E-22
3039.5  3.09E-22  3.09E-22
3040  3.08E-22  3.08E-22
3040.5  3.07E-22  3.07E-22
3041  3.06E-22  3.06E-22
3041.5  3.05E-22  3.05E-22
3042  3.04E-22  3.04E-22
3042.5  3.02E-22  3.02E-22
3043  3.01E-22  3.01E-22
3043.5  3.00E-22  3.00E-22
3044  2.99E-22  2.99E-22
3044.5  2.98E-22  2.98E-22
3045  2.97E-22  2.97E-22
3045.5  2.96E-22  2.96E-22
