0          References for Cross Section of 32S32S        
           Sarka et al., 2023 (4 isotopes but 10 isotopes needed=>No isotope)   
0 Branching ratio for 32S32S       Total        1 branch
Lambda  Total   32S/32S
2940.090623  3.72E-21  3.72E-21
2940.115111  3.64E-21  3.64E-21
2940.124799  3.22E-20  3.22E-20
2940.133454  7.38E-20  7.38E-20
2940.140531  1.22E-20  1.22E-20
2940.146534  3.74E-21  3.74E-21
2940.152544  3.68E-21  3.68E-21
2940.1587  3.73E-21  3.73E-21
2940.164597  4.99E-21  4.99E-21
2940.169797  5.23E-21  5.23E-21
2940.17655  6.03E-21  6.03E-21
2940.186167  9.90E-21  9.90E-21
2940.198191  9.13E-21  9.13E-21
2940.206405  4.29E-19  4.29E-19
2940.215156  8.70E-19  8.70E-19
2940.221903  1.06E-19  1.06E-19
2940.227913  6.87E-21  6.87E-21
2940.235535  9.09E-21  9.09E-21
2940.248205  3.83E-21  3.83E-21
2940.261233  9.24E-20  9.24E-20
2940.27945  2.38E-20  2.38E-20
2940.302148  3.15E-20  3.15E-20
2940.31405  4.76E-18  4.76E-18
2940.326455  2.90E-18  2.90E-18
2940.340875  3.84E-20  3.84E-20
2940.348193  1.47E-18  1.47E-18
2940.354351  4.08E-18  4.08E-18
2940.359579  1.90E-18  1.90E-18
2940.364766  1.88E-19  1.88E-19
2940.370332  6.62E-21  6.62E-21
2940.395403  3.80E-21  3.80E-21
2940.412496  9.22E-21  9.22E-21
2940.42499  1.22E-19  1.22E-19
2940.455251  8.94E-21  8.94E-21
2940.469363  1.04E-18  1.04E-18
2940.476024  4.63E-18  4.63E-18
2940.480361  4.03E-18  4.03E-18
2940.484021  1.78E-18  1.78E-18
2940.487362  1.46E-18  1.46E-18
2940.49048  2.72E-18  2.72E-18
2940.49351  4.36E-18  4.36E-18
2940.497061  5.32E-18  5.32E-18
2940.501526  3.27E-18  3.27E-18
2940.506088  6.68E-19  6.68E-19
2940.511334  3.98E-20  3.98E-20
2940.520433  4.01E-20  4.01E-20
2940.534893  3.44E-18  3.44E-18
2940.544325  7.32E-19  7.32E-19
2940.550328  3.69E-18  3.69E-18
2940.557144  1.40E-17  1.40E-17
2940.563487  5.38E-18  5.38E-18
2940.569548  9.75E-19  9.75E-19
2940.57465  1.89E-18  1.89E-18
2940.581459  1.71E-18  1.71E-18
2940.590031  5.93E-18  5.93E-18
2940.602048  5.12E-19  5.12E-19
2940.615246  3.46E-21  3.46E-21
2940.628979  3.50E-20  3.50E-20
2940.63809  1.62E-18  1.62E-18
2940.646238  2.58E-18  2.58E-18
2940.652274  7.08E-19  7.08E-19
2940.658485  4.39E-18  4.39E-18
2940.669504  2.91E-18  2.91E-18
2940.680322  1.21E-20  1.21E-20
2940.691078  1.15E-18  1.15E-18
2940.700447  1.72E-18  1.72E-18
2940.710832  3.27E-20  3.27E-20
2940.719314  3.74E-19  3.74E-19
2940.728735  3.58E-18  3.58E-18
2940.7369  9.39E-19  9.39E-19
2940.742893  5.14E-19  5.14E-19
2940.749543  5.86E-18  5.86E-18
2940.759877  3.15E-18  3.15E-18
2940.779432  8.16E-21  8.16E-21
2940.800171  7.48E-21  7.48E-21
2940.815473  1.37E-20  1.37E-20
2940.83115  3.27E-18  3.27E-18
2940.845008  2.07E-19  2.07E-19
2940.856168  4.92E-18  4.92E-18
2940.874254  9.78E-19  9.78E-19
2940.894947  5.20E-20  5.20E-20
2940.904973  8.62E-19  8.62E-19
2940.911285  6.82E-19  6.82E-19
2940.91648  1.31E-18  1.31E-18
2940.922084  6.41E-18  6.41E-18
2940.933828  1.69E-18  1.69E-18
2940.943451  3.80E-19  3.80E-19
2940.951027  5.02E-18  5.02E-18
2940.957541  4.60E-18  4.60E-18
2940.963507  5.35E-19  5.35E-19
2940.969088  1.41E-20  1.41E-20
2940.974087  1.63E-19  1.63E-19
2940.980832  4.75E-18  4.75E-18
2940.991085  6.05E-18  6.05E-18
2941.035415  5.92E-21  5.92E-21
2941.077356  7.48E-20  7.48E-20
2941.090188  5.25E-18  5.25E-18
2941.100315  1.82E-18  1.82E-18
2941.108761  3.27E-20  3.27E-20
2941.117603  4.25E-19  4.25E-19
2941.126783  8.26E-18  8.26E-18
2941.142591  1.13E-18  1.13E-18
2941.16399  7.50E-18  7.50E-18
2941.175201  2.81E-18  2.81E-18
2941.180084  1.94E-19  1.94E-19
2941.184657  1.39E-19  1.39E-19
2941.189656  8.55E-19  8.55E-19
2941.195174  1.20E-18  1.20E-18
2941.201043  2.68E-19  2.68E-19
2941.205894  1.92E-20  1.92E-20
2941.212043  9.20E-20  9.20E-20
2941.221212  4.99E-19  4.99E-19
2941.229881  2.92E-18  2.92E-18
2941.236214  2.56E-18  2.56E-18
2941.243938  4.62E-18  4.62E-18
2941.253552  4.86E-18  4.86E-18
2941.261604  1.04E-19  1.04E-19
2941.267182  5.86E-21  5.86E-21
2941.273746  6.49E-20  6.49E-20
2941.280498  1.25E-18  1.25E-18
2941.28767  1.00E-17  1.00E-17
2941.293969  7.69E-18  7.69E-18
2941.302147  6.26E-19  6.26E-19
2941.317777  5.77E-20  5.77E-20
2941.329661  8.52E-21  8.52E-21
2941.339353  2.83E-20  2.83E-20
2941.346786  8.52E-21  8.52E-21
2941.362985  3.19E-21  3.19E-21
2941.399553  5.16E-21  5.16E-21
2941.416909  4.31E-18  4.31E-18
2941.436206  1.25E-18  1.25E-18
2941.461549  5.29E-18  5.29E-18
2941.478398  2.49E-18  2.49E-18
2941.501057  4.41E-21  4.41E-21
2941.515781  7.61E-21  7.61E-21
2941.522968  3.48E-21  3.48E-21
2941.528421  8.36E-21  8.36E-21
2941.534715  6.27E-19  6.27E-19
2941.541652  5.61E-18  5.61E-18
2941.54751  5.12E-18  5.12E-18
2941.552647  9.36E-19  9.36E-19
2941.558903  3.64E-20  3.64E-20
2941.565238  5.40E-20  5.40E-20
2941.570387  1.13E-19  1.13E-19
2941.574948  3.93E-19  3.93E-19
2941.579669  1.40E-18  1.40E-18
2941.585368  2.13E-18  2.13E-18
2941.592656  3.73E-19  3.73E-19
2941.600272  5.27E-20  5.27E-20
2941.60782  3.42E-18  3.42E-18
2941.613622  1.07E-17  1.07E-17
2941.618065  8.03E-18  8.03E-18
2941.621862  2.94E-18  2.94E-18
2941.625056  9.04E-19  9.04E-19
2941.627717  3.03E-19  3.03E-19
2941.630325  9.88E-20  9.88E-20
2941.632967  3.73E-20  3.73E-20
2941.63595  2.29E-20  2.29E-20
2941.639021  2.07E-20  2.07E-20
2941.642563  1.61E-20  1.61E-20
2941.646236  9.87E-21  9.87E-21
2941.650227  3.77E-20  3.77E-20
2941.65451  7.21E-19  7.21E-19
2941.659108  5.99E-18  5.99E-18
2941.665878  1.12E-17  1.12E-17
2941.679683  8.63E-19  8.63E-19
2941.788454  3.77E-18  3.77E-18
2941.811556  9.72E-19  9.72E-19
2941.828404  5.71E-18  5.71E-18
2941.857158  4.20E-20  4.20E-20
2941.87155  4.83E-18  4.83E-18
2941.880592  1.05E-17  1.05E-17
2941.889611  5.51E-19  5.51E-19
2941.898724  1.52E-20  1.52E-20
2941.911051  8.39E-19  8.39E-19
2941.921912  2.68E-19  2.68E-19
2941.931572  6.97E-20  6.97E-20
2941.964643  2.12E-20  2.12E-20
2942.011939  3.14E-21  3.14E-21
2942.037279  3.60E-19  3.60E-19
2942.049248  9.39E-18  9.39E-18
2942.060126  1.72E-18  1.72E-18
2942.076594  1.12E-19  1.12E-19
2942.091164  8.57E-21  8.57E-21
2942.098699  7.30E-19  7.30E-19
2942.105561  9.24E-18  9.24E-18
2942.111117  1.29E-17  1.29E-17
2942.11526  4.99E-18  4.99E-18
2942.119393  8.61E-19  8.61E-19
2942.124938  1.86E-18  1.86E-18
2942.1379  1.02E-18  1.02E-18
2942.170496  1.89E-18  1.89E-18
2942.197306  1.55E-20  1.55E-20
2942.214399  3.14E-21  3.14E-21
2942.250928  3.03E-21  3.03E-21
2942.278964  1.28E-19  1.28E-19
2942.294448  9.42E-18  9.42E-18
2942.304383  1.54E-18  1.54E-18
2942.314166  1.03E-19  1.03E-19
2942.332024  4.99E-21  4.99E-21
2942.345923  5.34E-19  5.34E-19
2942.354846  1.03E-17  1.03E-17
2942.363803  6.72E-18  6.72E-18
2942.383385  9.85E-20  9.85E-20
2942.423837  4.74E-18  4.74E-18
2942.439849  1.64E-18  1.64E-18
2942.452803  1.02E-20  1.02E-20
2942.464852  2.44E-19  2.44E-19
2942.475595  5.36E-20  5.36E-20
2942.484529  8.05E-19  8.05E-19
2942.493411  1.51E-18  1.51E-18
2942.50086  1.09E-19  1.09E-19
2942.506891  5.47E-21  5.47E-21
2942.514652  7.22E-21  7.22E-21
2942.525417  4.31E-21  4.31E-21
2942.545242  1.20E-18  1.20E-18
2942.55482  1.11E-17  1.11E-17
2942.560735  9.14E-18  9.14E-18
2942.566628  1.09E-18  1.09E-18
2942.572065  3.56E-20  3.56E-20
2942.577817  4.40E-21  4.40E-21
2942.585892  3.34E-21  3.34E-21
2942.601012  1.09E-20  1.09E-20
2942.609436  1.34E-19  1.34E-19
2942.614207  6.02E-19  6.02E-19
2942.618773  4.42E-18  4.42E-18
2942.623351  1.32E-17  1.32E-17
2942.628377  1.07E-17  1.07E-17
2942.634723  1.26E-18  1.26E-18
2942.640228  3.00E-20  3.00E-20
2942.647814  5.52E-19  5.52E-19
2942.659177  4.78E-19  4.78E-19
2942.680596  5.29E-21  5.29E-21
2942.716601  6.46E-20  6.46E-20
2942.729867  4.00E-21  4.00E-21
2942.744771  3.02E-21  3.02E-21
2942.757804  3.19E-21  3.19E-21
2942.774085  3.19E-21  3.19E-21
2942.785504  1.05E-20  1.05E-20
2942.801517  1.83E-20  1.83E-20
2942.817142  1.62E-18  1.62E-18
2942.829894  7.56E-18  7.56E-18
2942.839233  1.09E-17  1.09E-17
2942.84686  1.25E-18  1.25E-18
2942.854077  1.16E-19  1.16E-19
2942.864714  7.93E-21  7.93E-21
2942.887354  1.44E-19  1.44E-19
2942.910338  8.41E-18  8.41E-18
2942.926109  9.78E-20  9.78E-20
2942.953957  2.91E-21  2.91E-21
2942.980512  8.24E-21  8.24E-21
2942.999164  3.82E-21  3.82E-21
2943.020731  3.84E-21  3.84E-21
2943.032694  7.58E-20  7.58E-20
2943.041698  2.02E-18  2.02E-18
2943.049702  1.62E-18  1.62E-18
2943.056907  6.10E-20  6.10E-20
2943.062987  6.65E-21  6.65E-21
2943.069987  1.78E-19  1.78E-19
2943.077072  4.58E-18  4.58E-18
2943.085879  6.20E-18  6.20E-18
2943.095171  2.36E-19  2.36E-19
2943.103051  6.32E-19  6.32E-19
2943.110356  4.38E-19  4.38E-19
2943.11714  2.72E-20  2.72E-20
2943.121772  9.12E-20  9.12E-20
2943.125049  8.13E-19  8.13E-19
2943.127887  3.49E-18  3.49E-18
2943.130705  9.05E-18  9.05E-18
2943.133379  1.41E-17  1.41E-17
2943.135877  1.41E-17  1.41E-17
2943.138229  9.85E-18  9.85E-18
2943.140611  4.84E-18  4.84E-18
2943.143006  1.72E-18  1.72E-18
2943.145409  4.79E-19  4.79E-19
2943.147831  1.18E-19  1.18E-19
2943.150238  2.95E-20  2.95E-20
2943.152677  8.37E-21  8.37E-21
2943.155386  3.75E-21  3.75E-21
2943.158434  3.04E-21  3.04E-21
2943.162557  2.92E-21  2.92E-21
2943.167698  2.90E-21  2.90E-21
2943.173748  2.92E-21  2.92E-21
2943.18509  3.07E-21  3.07E-21
2943.197862  1.06E-19  1.06E-19
2943.207868  8.69E-18  8.69E-18
2943.217969  5.54E-18  5.54E-18
2943.225004  1.21E-19  1.21E-19
2943.231568  3.47E-21  3.47E-21
2943.240418  3.18E-21  3.18E-21
2943.254267  2.93E-21  2.93E-21
2943.283817  2.39E-20  2.39E-20
2943.293685  1.89E-20  1.89E-20
2943.300338  3.97E-21  3.97E-21
2943.306454  3.94E-21  3.94E-21
2943.313424  3.52E-21  3.52E-21
2943.321432  3.00E-21  3.00E-21
2943.335939  3.04E-21  3.04E-21
2943.356718  2.15E-20  2.15E-20
2943.372482  5.73E-20  5.73E-20
2943.382263  3.36E-21  3.36E-21
2943.391115  3.14E-21  3.14E-21
2943.396893  4.69E-21  4.69E-21
2943.401051  4.11E-20  4.11E-20
2943.40504  3.44E-19  3.44E-19
2943.409113  1.36E-18  1.36E-18
2943.41378  2.48E-18  2.48E-18
2943.418961  1.53E-18  1.53E-18
2943.424475  2.32E-19  2.32E-19
2943.432869  3.97E-20  3.97E-20
2943.448142  8.18E-18  8.18E-18
2943.465893  3.63E-19  3.63E-19
2943.488564  3.71E-18  3.71E-18
2943.498244  4.05E-19  4.05E-19
2943.506563  9.36E-20  9.36E-20
2943.513593  1.98E-20  1.98E-20
2943.518968  1.14E-19  1.14E-19
2943.524599  3.30E-18  3.30E-18
2943.531615  1.34E-17  1.34E-17
2943.538958  3.90E-18  3.90E-18
2943.550352  3.53E-20  3.53E-20
2943.622564  3.90E-21  3.90E-21
2943.637154  1.28E-19  1.28E-19
2943.646282  1.02E-19  1.02E-19
2943.653184  6.71E-21  6.71E-21
2943.659712  1.12E-20  1.12E-20
2943.66829  1.36E-19  1.36E-19
2943.67783  6.05E-20  6.05E-20
2943.704337  2.93E-21  2.93E-21
2943.720359  9.28E-21  9.28E-21
2943.729104  1.86E-19  1.86E-19
2943.736686  4.00E-19  4.00E-19
2943.745134  5.69E-18  5.69E-18
2943.761958  9.92E-19  9.92E-19
2943.772453  8.24E-19  8.24E-19
2943.779043  9.29E-18  9.29E-18
2943.786561  9.60E-18  9.60E-18
2943.795397  3.07E-19  3.07E-19
2943.801785  3.36E-21  3.36E-21
2943.807745  5.11E-21  5.11E-21
2943.815492  2.00E-20  2.00E-20
2943.824531  7.74E-21  7.74E-21
2943.835766  2.92E-21  2.92E-21
2943.856229  2.42E-19  2.42E-19
2943.864545  6.91E-18  6.91E-18
2943.871669  1.24E-17  1.24E-17
2943.879391  1.88E-18  1.88E-18
2943.887015  6.23E-20  6.23E-20
2943.902652  2.98E-21  2.98E-21
2943.91628  3.00E-20  3.00E-20
2943.923876  4.49E-19  4.49E-19
2943.929929  8.53E-19  8.53E-19
2943.935671  4.19E-19  4.19E-19
2943.940336  1.78E-19  1.78E-19
2943.945008  1.75E-19  1.75E-19
2943.950379  6.37E-19  6.37E-19
2943.956345  6.74E-19  6.74E-19
2943.962864  8.18E-20  8.18E-20
2943.968779  1.03E-19  1.03E-19
2943.97556  1.65E-18  1.65E-18
2943.980809  2.50E-18  2.50E-18
2943.985761  9.85E-19  9.85E-19
2943.99167  8.91E-19  8.91E-19
2943.997984  7.56E-19  7.56E-19
2944.005829  3.73E-20  3.73E-20
2944.012434  2.46E-20  2.46E-20
2944.025472  2.39E-19  2.39E-19
2944.035025  1.60E-20  1.60E-20
2944.041322  4.34E-20  4.34E-20
2944.047348  4.49E-19  4.49E-19
2944.053244  1.27E-18  1.27E-18
2944.059164  5.64E-19  5.64E-19
2944.0662  3.06E-20  3.06E-20
2944.075703  4.14E-21  4.14E-21
2944.09023  3.40E-19  3.40E-19
2944.105653  1.66E-20  1.66E-20
2944.117238  2.16E-20  2.16E-20
2944.124443  1.98E-18  1.98E-18
2944.131628  1.37E-17  1.37E-17
2944.139168  6.80E-18  6.80E-18
2944.145204  2.91E-19  2.91E-19
2944.149468  1.94E-20  1.94E-20
2944.155441  6.48E-19  6.48E-19
2944.162101  3.88E-18  3.88E-18
2944.167317  3.11E-18  3.11E-18
2944.172092  7.88E-19  7.88E-19
2944.175945  7.00E-19  7.00E-19
2944.179836  9.24E-19  9.24E-19
2944.184476  8.66E-19  8.66E-19
2944.188708  1.02E-18  1.02E-18
2944.192738  6.77E-19  6.77E-19
2944.196852  1.73E-19  1.73E-19
2944.201756  1.39E-20  1.39E-20
2944.206797  4.08E-21  4.08E-21
2944.211205  4.11E-20  4.11E-20
2944.215375  7.69E-19  7.69E-19
2944.219179  4.96E-18  4.96E-18
2944.223556  1.42E-17  1.42E-17
2944.228689  1.15E-17  1.15E-17
2944.233908  2.04E-18  2.04E-18
2944.238638  9.28E-20  9.28E-20
2944.242707  5.34E-21  5.34E-21
2944.248493  4.09E-21  4.09E-21
2944.260964  4.84E-21  4.84E-21
2944.272925  6.96E-20  6.96E-20
2944.283767  9.27E-19  9.27E-19
2944.292708  2.03E-19  2.03E-19
2944.299453  6.69E-21  6.69E-21
2944.306746  5.00E-20  5.00E-20
2944.31712  5.35E-20  5.35E-20
2944.32874  7.05E-20  7.05E-20
2944.339794  1.64E-18  1.64E-18
2944.346353  8.69E-19  8.69E-19
2944.351203  2.56E-19  2.56E-19
2944.355304  8.44E-19  8.44E-19
2944.358986  1.57E-18  1.57E-18
2944.362366  1.34E-18  1.34E-18
2944.365676  5.76E-19  5.76E-19
2944.368998  1.26E-19  1.26E-19
2944.372369  1.68E-20  1.68E-20
2944.376258  4.42E-21  4.42E-21
2944.380559  3.66E-21  3.66E-21
2944.384865  3.13E-21  3.13E-21
2944.389859  3.02E-21  3.02E-21
2944.394551  8.78E-21  8.78E-21
2944.39993  1.96E-19  1.96E-19
2944.405183  1.02E-18  1.02E-18
2944.409697  1.24E-18  1.24E-18
2944.413767  5.37E-19  5.37E-19
2944.417481  3.27E-19  3.27E-19
2944.421241  1.52E-18  1.52E-18
2944.424529  4.70E-18  4.70E-18
2944.427745  7.86E-18  7.86E-18
2944.431338  6.64E-18  6.64E-18
2944.43538  2.22E-18  2.22E-18
2944.440407  3.04E-19  3.04E-19
2944.447606  1.97E-19  1.97E-19
2944.456542  3.57E-20  3.57E-20
2944.465839  5.03E-19  5.03E-19
2944.474131  1.91E-18  1.91E-18
2944.48132  4.10E-19  4.10E-19
2944.48713  5.16E-20  5.16E-20
2944.492656  1.25E-18  1.25E-18
2944.499359  1.14E-17  1.14E-17
2944.505141  1.12E-17  1.12E-17
2944.510697  1.92E-18  1.92E-18
2944.516683  4.56E-20  4.56E-20
2944.523365  7.39E-21  7.39E-21
2944.529633  4.04E-21  4.04E-21
2944.533884  3.75E-21  3.75E-21
2944.537961  2.27E-20  2.27E-20
2944.542938  3.57E-19  3.57E-19
2944.548824  1.41E-18  1.41E-18
2944.554805  8.11E-19  8.11E-19
2944.561227  6.09E-20  6.09E-20
2944.579384  3.06E-19  3.06E-19
2944.598027  1.12E-17  1.12E-17
2944.605767  3.20E-18  3.20E-18
2944.6101  2.49E-19  2.49E-19
2944.613445  7.54E-20  7.54E-20
2944.616263  3.09E-19  3.09E-19
2944.619134  1.02E-18  1.02E-18
2944.622128  2.02E-18  2.02E-18
2944.625146  2.26E-18  2.26E-18
2944.628192  1.42E-18  1.42E-18
2944.631269  4.95E-19  4.95E-19
2944.634504  8.79E-20  8.79E-20
2944.637739  1.06E-20  1.06E-20
2944.640793  3.36E-21  3.36E-21
2944.643946  2.96E-21  2.96E-21
2944.647597  3.18E-21  3.18E-21
2944.651227  3.96E-21  3.96E-21
2944.655341  1.25E-20  1.25E-20
2944.65975  1.16E-19  1.16E-19
2944.663801  4.47E-19  4.47E-19
2944.667408  6.76E-19  6.76E-19
2944.671049  4.58E-19  4.58E-19
2944.675133  1.29E-19  1.29E-19
2944.680576  3.55E-20  3.55E-20
2944.68966  8.87E-21  8.87E-21
2944.697467  1.69E-20  1.69E-20
2944.702843  3.29E-19  3.29E-19
2944.707349  1.33E-18  1.33E-18
2944.711306  1.72E-18  1.72E-18
2944.714934  9.34E-19  9.34E-19
2944.718525  2.31E-19  2.31E-19
2944.722124  2.86E-20  2.86E-20
2944.725725  4.96E-21  4.96E-21
2944.729547  3.36E-21  3.36E-21
2944.733957  3.48E-21  3.48E-21
2944.740047  3.32E-20  3.32E-20
2944.751958  8.72E-20  8.72E-20
2944.766713  2.97E-21  2.97E-21
2944.775582  3.25E-21  3.25E-21
2944.780888  2.96E-20  2.96E-20
2944.786051  5.19E-19  5.19E-19
2944.791248  2.08E-18  2.08E-18
2944.796472  1.77E-18  1.77E-18
2944.802287  2.68E-19  2.68E-19
2944.811112  4.71E-21  4.71E-21
2944.825496  3.61E-21  3.61E-21
2944.835263  3.30E-21  3.30E-21
2944.843027  1.92E-19  1.92E-19
2944.855413  3.18E-18  3.18E-18
2944.861909  6.86E-19  6.86E-19
2944.866655  3.60E-20  3.60E-20
2944.870425  5.11E-21  5.11E-21
2944.873384  1.56E-20  1.56E-20
2944.876396  1.64E-19  1.64E-19
2944.879441  1.24E-18  1.24E-18
2944.882487  5.33E-18  5.33E-18
2944.885506  1.27E-17  1.27E-17
2944.888556  1.70E-17  1.70E-17
2944.89223  1.11E-17  1.11E-17
2944.896842  2.15E-18  2.15E-18
2944.901512  1.19E-19  1.19E-19
2944.90858  3.68E-21  3.68E-21
2944.917798  6.79E-21  6.79E-21
2944.923702  2.16E-19  2.16E-19
2944.929687  1.68E-18  1.68E-18
2944.93603  1.69E-18  1.69E-18
2944.944648  8.62E-20  8.62E-20
2944.956324  3.05E-21  3.05E-21
2944.967385  2.08E-20  2.08E-20
2944.972961  4.32E-19  4.32E-19
2944.977253  1.96E-18  1.96E-18
2944.980995  4.19E-18  4.19E-18
2944.984588  8.34E-18  8.34E-18
2944.988205  1.39E-17  1.39E-17
2944.99183  1.26E-17  1.26E-17
2944.995485  5.24E-18  5.24E-18
2944.99924  9.38E-19  9.38E-19
2945.003289  5.85E-20  5.85E-20
2945.009008  1.99E-20  1.99E-20
2945.021669  1.33E-19  1.33E-19
2945.053321  2.87E-21  2.87E-21
2945.073792  3.81E-20  3.81E-20
2945.079733  7.18E-19  7.18E-19
2945.084955  2.03E-18  2.03E-18
2945.090022  1.27E-18  1.27E-18
2945.095047  1.78E-19  1.78E-19
2945.099338  1.08E-20  1.08E-20
2945.103174  2.72E-21  2.72E-21
2945.108432  1.89E-20  1.89E-20
2945.113968  5.89E-19  5.89E-19
2945.118585  3.81E-18  3.81E-18
2945.123049  7.12E-18  7.12E-18
2945.126979  4.62E-18  4.62E-18
2945.130558  1.38E-18  1.38E-18
2945.133894  2.75E-19  2.75E-19
2945.137435  5.33E-20  5.33E-20
2945.141566  9.99E-21  9.99E-21
2945.146793  3.67E-21  3.67E-21
2945.154121  3.17E-21  3.17E-21
2945.163822  2.52E-21  2.52E-21
2945.176969  4.48E-19  4.48E-19
2945.187119  2.24E-18  2.24E-18
2945.195723  3.14E-19  3.14E-19
2945.205466  3.48E-21  3.48E-21
2945.222943  2.60E-21  2.60E-21
2945.24127  3.16E-21  3.16E-21
2945.255197  3.75E-21  3.75E-21
2945.265784  1.00E-19  1.00E-19
2945.273319  1.10E-19  1.10E-19
2945.278809  7.23E-20  7.23E-20
2945.283607  1.26E-18  1.26E-18
2945.287857  7.41E-18  7.41E-18
2945.293201  1.42E-17  1.42E-17
2945.298594  6.86E-18  6.86E-18
2945.303481  2.34E-18  2.34E-18
2945.308182  5.21E-19  5.21E-19
2945.313199  1.46E-19  1.46E-19
2945.319318  8.97E-19  8.97E-19
2945.327807  7.37E-19  7.37E-19
2945.341948  1.47E-20  1.47E-20
2945.364809  2.67E-21  2.67E-21
2945.379931  4.56E-21  4.56E-21
2945.387944  5.62E-19  5.62E-19
2945.395017  8.34E-18  8.34E-18
2945.401111  1.13E-17  1.13E-17
2945.407203  3.83E-18  3.83E-18
2945.41324  2.19E-18  2.19E-18
2945.421439  2.48E-19  2.48E-19
2945.432591  2.60E-21  2.60E-21
2945.441332  3.31E-21  3.31E-21
2945.447568  3.55E-21  3.55E-21
2945.453586  3.69E-21  3.69E-21
2945.459418  3.66E-21  3.66E-21
2945.464909  1.04E-20  1.04E-20
2945.471754  2.55E-19  2.55E-19
2945.481909  3.25E-19  3.25E-19
2945.491571  6.83E-21  6.83E-21
2945.505368  2.89E-21  2.89E-21
2945.518313  3.85E-21  3.85E-21
2945.52517  2.32E-19  2.32E-19
2945.53245  2.03E-18  2.03E-18
2945.539551  1.26E-18  1.26E-18
2945.545768  1.15E-19  1.15E-19
2945.552974  1.27E-18  1.27E-18
2945.568109  5.23E-19  5.23E-19
2945.581441  3.51E-21  3.51E-21
2945.602748  2.48E-21  2.48E-21
2945.620001  4.86E-21  4.86E-21
2945.626433  6.36E-21  6.36E-21
2945.632324  4.25E-21  4.25E-21
2945.637001  5.29E-21  5.29E-21
2945.640681  2.79E-20  2.79E-20
2945.64467  3.38E-19  3.38E-19
2945.64922  1.78E-18  1.78E-18
2945.653946  2.68E-18  2.68E-18
2945.660752  6.42E-19  6.42E-19
2945.674163  5.59E-21  5.59E-21
2945.700672  9.57E-20  9.57E-20
2945.706964  2.72E-18  2.72E-18
2945.712111  1.19E-17  1.19E-17
2945.717222  1.14E-17  1.14E-17
2945.722371  2.49E-18  2.49E-18
2945.727417  1.69E-19  1.69E-19
2945.732085  1.38E-20  1.38E-20
2945.73942  5.85E-21  5.85E-21
2945.752649  4.49E-21  4.49E-21
2945.760183  2.55E-21  2.55E-21
2945.767356  3.77E-21  3.77E-21
2945.773827  2.99E-20  2.99E-20
2945.779779  6.83E-19  6.83E-19
2945.78529  2.39E-18  2.39E-18
2945.790362  1.66E-18  1.66E-18
2945.798036  5.90E-19  5.90E-19
2945.807008  4.14E-19  4.14E-19
2945.813549  1.81E-19  1.81E-19
2945.818868  3.12E-18  3.12E-18
2945.825209  1.38E-17  1.38E-17
2945.830692  1.25E-17  1.25E-17
2945.835032  5.47E-18  5.47E-18
2945.838947  1.32E-18  1.32E-18
2945.842552  2.65E-19  2.65E-19
2945.846416  1.40E-19  1.40E-19
2945.850942  5.64E-20  5.64E-20
2945.855223  1.02E-20  1.02E-20
2945.859285  3.22E-21  3.22E-21
2945.863354  3.01E-21  3.01E-21
2945.867697  3.56E-21  3.56E-21
2945.87225  3.50E-21  3.50E-21
2945.876933  2.96E-21  2.96E-21
2945.882401  2.99E-21  2.99E-21
2945.888164  3.22E-21  3.22E-21
2945.89451  9.93E-20  9.93E-20
2945.901039  1.26E-18  1.26E-18
2945.909232  2.73E-18  2.73E-18
2945.918214  1.69E-18  1.69E-18
2945.937801  3.43E-20  3.43E-20
2945.967533  5.26E-20  5.26E-20
2945.975744  1.57E-20  1.57E-20
2945.980295  4.77E-21  4.77E-21
2945.984285  4.29E-21  4.29E-21
2945.988411  5.00E-21  5.00E-21
2945.992873  7.29E-21  7.29E-21
2945.997386  6.90E-21  6.90E-21
2946.001566  4.04E-21  4.04E-21
2946.006159  2.82E-21  2.82E-21
2946.011992  4.43E-21  4.43E-21
2946.023886  3.34E-21  3.34E-21
2946.037007  3.88E-21  3.88E-21
2946.050023  9.25E-19  9.25E-19
2946.061056  1.52E-18  1.52E-18
2946.06787  8.65E-20  8.65E-20
2946.073144  4.55E-21  4.55E-21
2946.078626  4.71E-21  4.71E-21
2946.084657  4.08E-21  4.08E-21
2946.089708  3.12E-21  3.12E-21
2946.093607  3.79E-21  3.79E-21
2946.097503  1.81E-20  1.81E-20
2946.102062  8.90E-20  8.90E-20
2946.107606  1.26E-19  1.26E-19
2946.114159  2.66E-20  2.66E-20
2946.121486  2.82E-21  2.82E-21
2946.137573  4.30E-19  4.30E-19
2946.153727  1.15E-17  1.15E-17
2946.162951  2.25E-18  2.25E-18
2946.17222  8.87E-21  8.87E-21
2946.181379  6.48E-20  6.48E-20
2946.187178  9.80E-19  9.80E-19
2946.192897  2.72E-18  2.72E-18
2946.19899  1.13E-18  1.13E-18
2946.205078  6.16E-20  6.16E-20
2946.211325  3.29E-21  3.29E-21
2946.221079  2.48E-21  2.48E-21
2946.233424  1.30E-20  1.30E-20
2946.245613  1.14E-20  1.14E-20
2946.255634  3.57E-20  3.57E-20
2946.265375  6.04E-18  6.04E-18
2946.277327  6.82E-18  6.82E-18
2946.288077  1.49E-19  1.49E-19
2946.295389  1.19E-19  1.19E-19
2946.303961  1.40E-18  1.40E-18
